monkey_id lid pid lid_pid age_at_sampling within.age mean.age individual_sex reads unique non_unique meth_cpg unmeth_cpg reads_msp1 perc_chg_meth perc_chh_meth chrX_ratio prep_date parentName grantparent_tissueType date_birth processing_timestamp university perc_unique n
311 17K LID_111755 PID_10496 LID_111755_PID_10496 21.88 1.645 20.235 M 16330880 11032946 4810230 7898408 18608259 12328863 0.5% 0.4% 0.470015 2022-07-12 DID_1006474 whole_blood 1998-11-20 2020-10-08 asu 0.675587965865893 4
312 6Q5 LID_111756 PID_10496 LID_111756_PID_10496 7.24 0.485 6.755 M 13004482 7557293 5116825 7703635 13916356 12173655 0.6% 0.4% 0.464905 2022-07-12 DID_1006486 whole_blood 2013-07-20 2020-10-15 asu 0.581129875069226 2
313 2N9 LID_111757 PID_10496 LID_111757_PID_10496 9.19 -0.0299999999999994 9.22 M 22527029 13861134 8138063 13287158 24306310 20360021 0.6% 0.4% 0.455384 2022-07-12 DID_1006498 whole_blood 2011-08-16 2020-10-26 asu 0.615311233452046 3
314 1R7 LID_111758 PID_10496 LID_111758_PID_10496 7.29 -0.489999999999999 7.78 M 27322462 16612955 10023176 14633060 37532401 25747200 0.6% 0.4% 0.443064 2022-07-12 DID_1006563 whole_blood 2013-07-22 2020-11-05 asu 0.608032870537069 2
315 7J8 LID_111759 PID_10496 LID_111759_PID_10496 11.19 -0.0199999999999996 11.21 F 46517209 27603389 17717664 27336097 61451903 44216095 0.6% 0.4% 0.721555 2022-07-12 DID_1006575 whole_blood 2009-09-06 2020-11-16 asu 0.593401659158012 3
316 0G9 LID_111760 PID_10496 LID_111760_PID_10496 12.06 4.34 7.72 M 22323869 14514526 7290510 10945342 38531813 21046916 0.5% 0.4% 0.446426 2022-07-12 DID_1006587 whole_blood 2008-11-09 2020-11-30 asu 0.650179679875384 3
317 7D7 LID_111761 PID_10496 LID_111761_PID_10496 14.11 -0.455 14.565 M 36595554 23381950 12183297 17949347 58054317 34212539 0.5% 0.4% 0.450153 2022-07-12 DID_1006599 whole_blood 2006-10-25 2020-12-03 asu 0.638928707022716 2
318 53E LID_111763 PID_10496 LID_111763_PID_10496 24.66 4.57 20.09 F 16419158 11512952 4192632 6901716 15121981 9733540 0.5% 0.4% 0.881464 2022-07-12 DID_1006475 whole_blood 1996-02-12 2020-10-12 asu 0.701190158472194 3
319 5D9 LID_111764 PID_10496 LID_111764_PID_10496 13.98 -0.504999999999999 14.485 F 21827067 13198230 8063096 11185033 28932226 20107069 0.5% 0.4% 0.738321 2022-07-12 DID_1006487 whole_blood 2006-10-24 2020-10-15 asu 0.604672629629991 2
320 43F LID_111765 PID_10496 LID_111765_PID_10496 24.79 3.88666666666667 20.9033333333333 F 29949109 19377404 9609691 14148685 42518645 25602532 0.5% 0.4% 0.768662 2022-07-12 DID_1006499 whole_blood 1996-01-11 2020-10-26 asu 0.647011034618759 3
321 6N0 LID_111766 PID_10496 LID_111766_PID_10496 9.15 0.0300000000000011 9.12 M 43913902 24326311 18462644 24624991 53946121 42407743 0.5% 0.3% 0.435384 2022-07-12 DID_1006564 whole_blood 2011-09-12 2020-11-05 asu 0.553954667931809 3
322 50I LID_111767 PID_10496 LID_111767_PID_10496 22.93 2.44 20.49 F 32665748 22375724 9444209 13938757 51745535 26683528 0.5% 0.4% 0.787318 2022-07-12 DID_1006576 whole_blood 1997-12-11 2020-11-16 asu 0.6849904064649 4
323 1J0 LID_111768 PID_10496 LID_111768_PID_10496 11 1.295 9.705 M 34006152 22162032 11056346 16694872 59857614 32112195 0.5% 0.4% 0.442633 2022-07-12 DID_1006588 whole_blood 2009-11-30 2020-11-30 asu 0.651706550038358 4
324 5G3 LID_111771 PID_10496 LID_111771_PID_10496 12.09 -0.033333333333335 12.1233333333333 M 12057658 8338828 3339191 4954972 12978952 8127388 0.5% 0.5% 0.485704 2022-07-12 DID_1006476 whole_blood 2008-09-10 2020-10-12 asu 0.691579409533759 3
325 98T LID_111772 PID_10496 LID_111772_PID_10496 16.77 5.82666666666667 10.9433333333333 F 20737860 12867096 7258272 11159790 28253510 18961168 0.5% 0.4% 0.755636 2022-07-12 DID_1006488 whole_blood 2004-01-12 2020-10-19 asu 0.620464020877757 3
326 4C3 LID_111774 PID_10496 LID_111774_PID_10496 14.87 2.93 11.94 M 37111462 21741696 14496493 20333128 38176823 32812842 0.6% 0.5% 0.451079 2022-07-12 DID_1006565 whole_blood 2005-12-23 2020-11-05 asu 0.585848544581725 3
327 78I LID_111775 PID_10496 LID_111775_PID_10496 22.92 3.9225 18.9975 F 21705722 15056576 6165192 9267786 24505896 15162714 0.5% 0.4% 0.858667 2022-07-12 DID_1006577 whole_blood 1997-12-15 2020-11-17 asu 0.6936685174536 4
328 44T LID_111776 PID_10496 LID_111776_PID_10496 17.92 -0.465 18.385 M 26982775 15861002 10439986 14641525 35072617 25295174 0.5% 0.4% 0.453023 2022-07-12 DID_1006589 whole_blood 2002-12-29 2020-12-01 asu 0.587819525604761 2
329 95V LID_111778 PID_10496 LID_111778_PID_10496 17.12 5.485 11.635 F 11660582 7472644 3937729 6045152 12111857 9665880 0.6% 0.4% 0.81765 2022-07-12 DID_1006613 whole_blood 2003-12-08 2021-01-20 asu 0.640846571809194 2
330 1A3 LID_111779 PID_10496 LID_111779_PID_10496 15.88 -0.525 16.405 F 14721132 9744476 4514626 7051247 21334246 12640104 0.5% 0.5% 0.765649 2022-07-12 DID_1006477 whole_blood 2004-11-26 2020-10-12 asu 0.661937954227977 2
331 9D1 LID_111780 PID_10496 LID_111780_PID_10496 14.01 -0.0233333333333334 14.0333333333333 M 16429916 9480898 6494256 9634307 17113978 15307414 0.6% 0.4% 0.453698 2022-07-12 DID_1006489 whole_blood 2006-10-15 2020-10-19 asu 0.577050911276722 3
332 59A LID_111783 PID_10496 LID_111783_PID_10496 27.97 -0.00333333333333385 27.9733333333333 F 29154718 18201850 10277278 14609153 39632177 25781766 0.5% 0.4% 0.757783 2022-07-12 DID_1006578 whole_blood 1992-11-29 2020-11-17 asu 0.624319192523145 3
333 6F0 LID_111784 PID_10496 LID_111784_PID_10496 13.18 -0.475000000000001 13.655 M 18994727 12421684 6091679 10293731 25582672 16894127 0.6% 0.4% 0.454552 2022-07-12 DID_1006590 whole_blood 2007-09-28 2020-12-01 asu 0.653954331641618 2
334 1G0 LID_111785 PID_10496 LID_111785_PID_10496 12.13 3 9.13 F 18232997 11194358 6620264 10864544 19899763 16837355 0.6% 0.4% 0.786452 2022-07-12 DID_1006602 whole_blood 2008-10-18 2020-12-03 asu 0.613961489710112 3
